"","x","y","label"
"2507",293.834393558,110.396043406,"Layer1"
"2508",329.252936632,358.730885442,"Layer6"
"2509",192.664273062,390.099023336,"WM"
"2510",216.111618604,147.61476656,"Layer1"
"2511",410.126026726,316.15662655,"Layer5"
"2512",206.300637168,217.641771672,"Layer3"
"2513",242.394247772,368.856898392,"WM"
"2514",496.354652558,392.259239432,"Layer2"
"2515",180.108017004,411.56617079,"WM"
"2516",215.886596094,179.973003498,"Layer2"
"2517",443.159331194,461.97121303,"Layer3"
"2518",363.591371658,321.197130774,"Layer6"
"2519",265.75158431,137.173722096,"Layer1"
"2520",315.166527506,159.09091457,"Layer3"
"2521",426.957710474,127.542758668,"Layer2"
"2522",221.692176852,233.933401396,"Layer3"
"2523",224.482455976,271.692178574,"Layer5"
"2524",346.174629384,159.31593708,"Layer3"
"2525",165.661571862,265.886597816,"Layer3"
"2526",163.231328754,174.16742274,"Layer1"
"2527",314.401450972,266.921701362,"Layer6"
"2528",427.677782506,456.480663786,"Layer3"
"2529",317.641775116,250.810089646,"Layer5"
"2530",332.673278784,310.216032286,"Layer6"
"2531",177.99280541,276.732682798,"Layer4"
"2532",288.208830808,460.891104982,"Layer6"
"2533",453.330348646,338.028814522,"Layer3"
"2534",351.440156118,288.793889334,"Layer6"
"2535",378.352848314,423.762390832,"Layer5"
"2536",397.119725648,402.34024788,"Layer4"
"2537",286.543664234,261.341143114,"Layer5"
"2538",175.382544294,206.615668682,"Layer3"
"2539",406.435657562,397.029716644,"Layer4"
"2540",142.529257834,465.211537174,"WM"
"2541",380.243037398,164.986504332,"Layer3"
"2542",448.46986243,154.680473374,"Layer1"
"2543",176.507656844,481.638180404,"WM"
"2544",257.515760444,417.506765054,"WM"
"2545",357.380750382,321.197130774,"Layer6"
"2546",236.813689524,282.538263556,"Layer5"
"2547",364.446457196,202.610268004,"Layer4"
"2548",325.652576472,428.802895056,"Layer6"
"2549",316.83169408,358.640876438,"Layer6"
"2550",420.162030672,213.7713845,"Layer3"
"2551",265.5265618,169.531959034,"Layer3"
"2552",466.291645222,262.646273672,"Layer3"
"2553",360.216034008,358.955907952,"Layer5"
"2554",165.346540348,309.000910732,"Layer5"
"2555",409.045918678,467.14673076,"Layer3"
"2556",255.085517336,325.83259448,"Layer6"
"2557",403.46536043,380.828095924,"Layer4"
"2558",328.712882608,434.203435296,"Layer6"
"2559",164.49145481,427.632778004,"WM"
"2560",469.486964864,246.489657454,"Layer2"
"2561",373.627375604,218.856893226,"Layer5"
"2562",349.639976038,110.801083924,"Layer2"
"2563",261.071116102,358.23583592,"WM"
"2564",244.509459366,503.690386384,"WM"
"2565",367.731785842,175.652571306,"Layer3"
"2566",484.47346403,316.696680574,"Layer2"
"2567",471.87220347,348.964908508,"Layer3"
"2568",398.2898427,240.594067692,"Layer5"
"2569",240.729081198,169.351941026,"Layer2"
"2570",447.614776892,273.312340646,"Layer3"
"2571",444.86950227,224.752482988,"Layer3"
"2572",457.24574032,224.842491992,"Layer3"
"2573",146.309636002,373.582371102,"Layer6"
"2574",353.330345202,455.940609762,"Layer5"
"2575",406.975711586,321.512162288,"Layer5"
"2576",478.532869766,284.293439134,"Layer2"
"2577",356.390651338,461.386154504,"Layer5"
"2578",279.657975428,358.370849426,"WM"
"2579",250.855094148,482.178234428,"WM"
"2580",202.700277008,287.713781286,"Layer5"
"2581",363.501362654,331.998211254,"Layer6"
"2582",395.58957258,181.233129554,"Layer3"
"2583",298.019812244,390.86409987,"Layer6"
"2584",207.650772228,460.306046456,"WM"
"2585",425.247539398,364.806493212,"Layer3"
"2586",301.395149894,353.105322692,"Layer6"
"2587",384.383451582,445.409556294,"Layer4"
"2588",423.537368322,176.057611824,"Layer3"
"2589",248.604869048,368.901902894,"WM"
"2590",318.091820136,186.09361577,"Layer3"
"2591",291.269136944,466.291645222,"Layer6"
"2592",345.85959787,202.475254498,"Layer4"
"2593",230.243032232,336.453656952,"Layer6"
"2594",388.38885226,321.377148782,"Layer5"
"2595",261.161125106,347.43475544,"WM"
"2596",160.081013614,179.56796298,"Layer1"
"2597",414.26644091,170.612067082,"Layer3"
"2598",258.010809966,352.790291178,"WM"
"2599",434.96851183,305.58056858,"Layer3"
"2600",228.577865658,136.903695084,"Layer1"
"2601",269.036912956,110.2610299,"Layer1"
"2602",250.22503112,142.43924883,"Layer1"
"2603",299.2799383,218.316839202,"Layer5"
"2604",382.133226482,332.13322476,"Layer5"
"2605",286.318641724,293.699380052,"Layer6"
"2606",484.158432516,359.855997992,"Layer2"
"2607",376.91270425,191.899196528,"Layer3"
"2608",214.626470038,352.475259664,"Layer6"
"2609",322.637274838,412.601274336,"Layer6"
"2610",246.714679964,201.755182466,"Layer3"
"2611",173.807386724,422.322246768,"WM"
"2612",242.169225262,401.21513533,"WM"
"2613",186.54366079,379.252938354,"WM"
"2614",154.860491382,476.102626658,"WM"
"2615",340.279039622,116.156619662,"Layer2"
"2616",186.903696806,325.337544958,"Layer5"
"2617",439.46896203,116.876691694,"Layer1"
"2618",171.24213011,352.205232652,"Layer6"
"2619",246.219630442,266.42665184,"Layer5"
"2620",251.35014367,417.461760552,"WM"
"2621",411.296143778,154.410446362,"Layer3"
"2622",369.576970424,353.600372214,"Layer5"
"2623",450.675083028,278.712880886,"Layer3"
"2624",224.032410956,336.40865245,"Layer6"
"2625",367.191731818,251.12512116,"Layer5"
"2626",359.765988988,423.627377326,"Layer5"
"2627",253.37534626,137.083713092,"Layer1"
"2628",254.005409288,476.82269869,"WM"
"2629",430.01801661,132.98830341,"Layer2"
"2630",359.901002494,402.070220868,"Layer5"
"2631",382.403253494,289.018911844,"Layer5"
"2632",228.712879164,115.346538626,"Layer1"
"2633",357.33574588,331.953206752,"Layer6"
"2634",381.818194968,375.292542178,"Layer5"
"2635",350.58507058,407.380752104,"Layer5"
"2636",468.811897334,343.564368268,"Layer3"
"2637",344.149426794,439.69398454,"Layer5"
"2638",484.563473034,305.895600094,"Layer2"
"2639",162.511256722,271.242133554,"Layer3"
"2640",227.317739602,309.450955752,"Layer6"
"2641",332.313242768,364.131425682,"Layer6"
"2642",228.667874662,126.102614604,"Layer1"
"2643",282.85329507,342.214233208,"Layer6"
"2644",358.640876438,148.649870106,"Layer3"
"2645",356.300642334,472.142230482,"Layer5"
"2646",466.201636218,273.447354152,"Layer3"
"2647",167.776783456,400.675081306,"WM"
"2648",456.030618766,397.38975266,"Layer3"
"2649",298.15482575,369.26193891,"Layer6"
"2650",305.985609098,142.844289348,"Layer2"
"2651",389.783991822,127.272731656,"Layer3"
"2652",181.413147562,228.217829642,"Layer3"
"2653",386.633676682,132.673271896,"Layer3"
"2654",230.603068248,282.493259054,"Layer5"
"2655",309.720982764,487.983815186,"Layer6"
"2656",450.585074024,289.513961366,"Layer3"
"2657",206.930700196,131.368141338,"Layer1"
"2658",290.099019892,202.07021398,"Layer4"
"2659",253.915400284,487.578774668,"WM"
"2660",289.288938856,309.901000772,"Layer6"
"2661",462.19623554,397.434757162,"Layer3"
"2662",465.661582194,348.919904006,"Layer3"
"2663",459.94601044,284.158425628,"Layer3"
"2664",400.31504529,386.183631662,"Layer4"
"2665",238.07381558,110.03600739,"Layer1"
"2666",283.97840762,191.224128998,"Layer3"
"2667",248.829891558,336.588670458,"Layer6"
"2668",366.201632774,391.359149392,"Layer5"
"2669",274.30243969,239.693977652,"Layer5"
"2670",493.204337418,397.659779672,"Layer2"
"2671",423.357350314,197.614768282,"Layer3"
"2672",397.974811186,283.708380608,"Layer5"
"2673",280.063015946,304.45545603,"Layer6"
"2674",319.576968702,407.155729594,"Layer6"
"2675",271.557165068,191.134119994,"Layer3"
"2676",322.952306352,369.441956918,"Layer6"
"2677",461.881204026,440.549070078,"Layer3"
"2678",208.640871272,320.117022726,"Layer6"
"2679",277.362745826,245.094517892,"Layer5"
"2680",348.064818468,326.50766201,"Layer6"
"2681",305.085519058,272.2772371,"Layer6"
"2682",256.660674906,110.171020896,"Layer1"
"2683",372.772290066,337.443755996,"Layer5"
"2684",225.202528008,174.61746776,"Layer2"
"2685",325.922603484,385.643577638,"Layer6"
"2686",406.030617044,450.94511004,"Layer3"
"2687",307.290739656,396.309644612,"Layer6"
"2688",241.67417574,465.931609206,"WM"
"2689",235.958603986,401.170130828,"WM"
"2690",268.67687694,164.176423296,"Layer3"
"2691",275.87759726,450.000015498,"Layer6"
"2692",398.109824692,262.15122415,"Layer5"
"2693",426.41765645,203.060313024,"Layer3"
"2694",355.805592812,110.846088426,"Layer2"
"2695",215.481555576,233.888396894,"Layer3"
"2696",445.274542788,170.837089592,"Layer2"
"2697",244.59946837,492.889305904,"WM"
"2698",234.158423906,223.22232992,"Layer3"
"2699",174.977503776,260.531062078,"Layer3"
"2700",238.703878608,449.729988486,"WM"
"2701",341.944206196,315.661577028,"Layer6"
"2702",201.84519147,406.345648558,"WM"
"2703",277.992808854,158.820887558,"Layer3"
"2704",438.208835974,289.423952362,"Layer3"
"2705",452.655281116,435.103525336,"Layer3"
"2706",215.301537568,255.445553352,"Layer4"
"2707",230.918099762,239.378946138,"Layer4"
"2708",456.930708806,267.956804908,"Layer3"
"2709",276.687678296,342.169228706,"WM"
"2710",209.450952308,212.241231432,"Layer3"
"2711",182.94330063,449.324947968,"WM"
"2712",237.893797572,131.593163848,"Layer1"
"2713",184.023408678,298.334843758,"Layer5"
"2714",201.440150952,460.261041954,"WM"
"2715",249.819990602,196.354642226,"Layer3"
"2716",345.544566356,245.589567414,"Layer5"
"2717",276.147624272,417.64177856,"WM"
"2718",340.999111654,445.09452478,"Layer5"
"2719",425.337548402,354.005412732,"Layer3"
"2720",418.676882106,418.676882106,"Layer3"
"2721",180.963102542,292.934303518,"Layer5"
"2722",426.912705972,138.343839148,"Layer2"
"2723",248.64987355,358.145826916,"WM"
"2724",223.582365936,401.080121824,"WM"
"2725",418.811895612,397.119725648,"Layer3"
"2726",407.830797124,202.925299518,"Layer3"
"2727",324.0324144,218.49685721,"Layer5"
"2728",242.304238768,379.657978872,"WM"
"2729",189.198926408,438.56887199,"WM"
"2730",382.673280506,256.660674906,"Layer5"
"2731",271.512160566,201.935200474,"Layer3"
"2732",413.726386886,246.084616936,"Layer4"
"2733",178.21782792,244.37444586,"Layer3"
"2734",440.189034062,445.814596812,"Layer3"
"2735",225.292537012,163.861391782,"Layer1"
"2736",459.540969922,338.073819024,"Layer3"
"2737",451.215137052,203.240331032,"Layer3"
"2738",377.452758274,116.426646674,"Layer2"
"2739",276.732682798,331.368148226,"Layer6"
"2740",290.72908292,115.796583646,"Layer1"
"2741",208.955902786,276.957705308,"Layer5"
"2742",387.623775726,429.252940076,"Layer4"
"2743",310.891099816,326.237634998,"Layer6"
"2744",168.181823974,346.75968791,"Layer6"
"2745",295.409551128,320.747085754,"Layer6"
"2746",313.23133392,428.712886052,"Layer6"
"2747",381.548167956,407.605774614,"Layer5"
"2748",282.62827256,374.572470146,"WM"
"2749",327.497761054,169.982004054,"Layer3"
"2750",235.418549962,476.687685184,"WM"
"2751",425.787593422,289.333943358,"Layer3"
"2752",326.102621492,364.08642118,"Layer6"
"2753",230.153023228,347.20973293,"Layer6"
"2754",300.85509587,428.622877048,"Layer6"
"2755",338.343846036,385.733586642,"Layer6"
"2756",316.38164906,423.312345812,"Layer6"
"2757",299.414951806,196.714678242,"Layer4"
"2758",279.117921404,433.84339928,"Layer6"
"2759",213.861393504,460.351050958,"WM"
"2760",193.609367604,260.666075584,"Layer4"
"2761",214.44645203,374.077420624,"WM"
"2762",289.558965868,277.542763834,"Layer6"
"2763",292.034213478,358.46085843,"Layer6"
"2764",329.297941134,347.929804962,"Layer6"
"2765",245.994607932,298.784888778,"Layer6"
"2766",233.618369882,298.694879774,"Layer5"
"2767",282.943304074,331.413152728,"Layer6"
"2768",304.68047854,326.192630496,"Layer6"
"2769",229.702978208,411.926206806,"WM"
"2770",307.200730652,407.06572059,"Layer6"
"2771",447.479763386,294.869497104,"Layer3"
"2772",474.302446578,440.639079082,"Layer2"
"2773",198.24483131,476.417658172,"WM"
"2774",382.898303016,224.302437968,"Layer5"
"2775",443.249340198,451.215137052,"Layer3"
"2776",254.230431798,444.464461752,"WM"
"2777",227.94780263,223.177325418,"Layer3"
"2778",224.12241996,325.60757197,"Layer6"
"2779",269.937002996,417.596774058,"WM"
"2780",235.553563468,455.085524224,"WM"
"2781",174.707476764,303.690379496,"Layer5"
"2782",376.68768174,224.257433466,"Layer5"
"2783",468.181834306,429.837998602,"Layer2"
"2784",266.786687856,422.952309796,"WM"
"2785",260.666075584,412.151229316,"WM"
"2786",142.754280344,432.853300236,"WM"
"2787",441.71918713,230.108018726,"Layer3"
"2788",202.610268004,298.469857264,"Layer5"
"2789",493.429359928,365.301542734,"Layer2"
"2790",394.644478038,310.666077306,"Layer5"
"2791",422.81729629,273.132322638,"Layer3"
"2792",183.573363658,363.051317634,"Layer6"
"2793",371.107123492,137.93879863,"Layer3"
"2794",376.282641222,278.172826862,"Layer5"
"2795",156.075612936,303.55536599,"Layer5"
"2796",433.978412786,445.76959231,"Layer3"
"2797",361.61117357,164.851490826,"Layer3"
"2798",350.270039066,450.540069522,"Layer5"
"2799",404.14042796,283.75338511,"Layer5"
"2800",447.299745378,316.426653562,"Layer3"
"2801",205.355542626,347.029714922,"Layer6"
"2802",290.234033398,180.513057522,"Layer3"
"2803",421.872201748,402.520265888,"Layer3"
"2804",295.814591646,266.786687856,"Layer6"
"2805",288.838893836,374.617474648,"Layer6"
"2806",349.23493552,164.761481822,"Layer3"
"2807",424.797494378,429.522967088,"Layer3"
"2808",244.689477374,482.133229926,"WM"
"2809",187.21872832,282.17822754,"Layer5"
"2810",206.210628164,228.39784765,"Layer3"
"2811",427.632778004,467.281744266,"Layer3"
"2812",154.14041935,147.16472154,"Layer1"
"2813",400.630076804,343.069318746,"Layer5"
"2814",388.61387477,289.063916346,"Layer5"
"2815",462.511267054,354.275439744,"Layer3"
"2816",363.051317634,396.71468513,"Layer5"
"2817",335.73358492,315.616572526,"Layer6"
"2818",302.025212922,266.831692358,"Layer6"
"2819",282.583268058,385.328546124,"WM"
"2820",272.907300128,433.798394778,"WM"
"2821",304.275438022,380.108023892,"Layer6"
"2822",155.850590426,335.913602928,"Layer5"
"2823",395.904604094,138.118816638,"Layer3"
"2824",389.018915288,235.14852295,"Layer5"
"2825",158.460851542,406.030617044,"WM"
"2826",164.2664323,459.991014942,"WM"
"2827",430.738088642,461.881204026,"Layer3"
"2828",422.59227378,305.490559576,"Layer3"
"2829",292.97930802,229.027910678,"Layer5"
"2830",196.66967374,266.111620326,"Layer4"
"2831",435.148529838,283.97840762,"Layer3"
"2832",368.946907396,439.874002548,"Layer5"
"2833",227.632771116,266.336642836,"Layer5"
"2834",391.449158396,326.822693524,"Layer5"
"2835",310.08101878,434.06842179,"Layer6"
"2836",332.763287788,299.414951806,"Layer6"
"2837",164.356441304,449.189934462,"WM"
"2838",190.774083978,222.907298406,"Layer3"
"2839",257.380746938,439.063921512,"WM"
"2840",272.682277618,466.156631716,"Layer6"
"2841",289.243934354,320.702081252,"Layer6"
"2842",166.201625886,190.36904346,"Layer1"
"2843",422.14222876,370.16202895,"Layer3"
"2844",230.288036734,325.652576472,"Layer6"
"2845",235.238531954,498.244841642,"WM"
"2846",444.779493266,235.508558966,"Layer3"
"2847",484.02341901,381.41315445,"Layer2"
"2848",286.408650728,282.898299572,"Layer6"
"2849",383.573370546,127.227727154,"Layer3"
"2850",184.563462702,222.862293904,"Layer3"
"2851",380.153028394,175.74258031,"Layer3"
"2852",302.65527595,180.603066526,"Layer3"
"2853",262.061215146,218.04681219,"Layer4"
"2854",246.534661956,223.312338924,"Layer4"
"2855",310.486059298,380.153028394,"Layer6"
"2856",237.353743548,207.065713702,"Layer3"
"2857",496.39965706,381.503163454,"Layer2"
"2858",334.878499382,434.248439798,"Layer6"
"2859",181.503156566,217.461753664,"Layer3"
"2860",266.561665346,455.310546734,"WM"
"2861",441.0441196,327.18272954,"Layer3"
"2862",187.083714814,303.7803885,"Layer5"
"2863",226.327640558,449.639979482,"WM"
"2864",210.936100874,433.348349758,"WM"
"2865",238.388847094,492.844301402,"WM"
"2866",428.802895056,305.535564078,"Layer3"
"2867",457.425758328,203.285335534,"Layer3"
"2868",318.316842646,153.735378832,"Layer3"
"2869",324.662477428,132.223226876,"Layer2"
"2870",420.56707119,159.855991104,"Layer3"
"2871",435.463561352,240.864094704,"Layer3"
"2872",432.628277726,203.105317526,"Layer3"
"2873",149.18992413,400.5400678,"WM"
"2874",369.171929906,407.51576561,"Layer5"
"2875",286.948704752,207.425749718,"Layer4"
"2876",176.822688358,438.478862986,"WM"
"2877",288.433853318,428.532868044,"Layer6"
"2878",306.660676628,482.583274946,"Layer6"
"2879",293.294339534,185.913597762,"Layer3"
"2880",398.334847202,229.792987212,"Layer5"
"2881",277.45275483,234.338441914,"Layer5"
"2882",199.729979876,271.512160566,"Layer4"
"2883",310.801090812,336.993710976,"Layer6"
"2884",162.376243216,292.799290012,"Layer4"
"2885",148.784883612,454.455461196,"WM"
"2886",173.897395728,411.521166288,"WM"
"2887",190.459052464,266.066615824,"Layer4"
"2888",380.378050904,143.384343372,"Layer3"
"2889",472.547271,251.890197694,"Layer2"
"2890",403.150328916,423.94240884,"Layer3"
"2891",234.788486934,136.948699586,"Layer1"
"2892",314.58146898,245.364544904,"Layer5"
"2893",225.427550518,142.259230822,"Layer1"
"2894",292.844294514,250.630071638,"Layer5"
"2895",218.316839202,271.647174072,"Layer5"
"2896",298.649875272,304.590469536,"Layer6"
"2897",304.995510054,283.033313078,"Layer6"
"2898",304.815492046,304.635474038,"Layer6"
"2899",450.27004251,332.628274282,"Layer3"
"2900",260.306039568,466.066622712,"WM"
"2901",145.81458648,438.253840476,"WM"
"2902",410.801094256,219.126920238,"Layer3"
"2903",379.432956362,272.817291124,"Layer5"
"2904",155.400545406,400.585072302,"WM"
"2905",263.72638172,417.551769556,"WM"
"2906",422.502264776,316.246635554,"Layer4"
"2907",176.957701864,416.921706528,"WM"
"2908",354.500462254,294.194429574,"Layer6"
"2909",301.215131886,374.707483652,"Layer6"
"2910",390.909104372,402.295243378,"Layer5"
"2911",302.925302962,137.443749108,"Layer2"
"2912",223.807388446,368.721884886,"WM"
"2913",323.492360376,293.969407064,"Layer6"
"2914",305.535564078,207.560763224,"Layer4"
"2915",367.596772336,197.209727764,"Layer4"
"2916",490.054022278,403.01531541,"Layer2"
"2917",268.136822916,239.64897315,"Layer5"
"2918",311.521162844,239.964004664,"Layer5"
"2919",326.73268452,277.812790846,"Layer6"
"2920",341.089120658,434.2934443,"Layer6"
"2921",214.311438524,395.634577082,"WM"
"2922",234.518459922,169.306936524,"Layer2"
"2923",260.57606658,422.907305294,"WM"
"2924",174.39244525,346.804692412,"Layer6"
"2925",283.573367102,245.139522394,"Layer5"
"2926",298.424852762,336.903701972,"Layer6"
"2927",220.657073306,374.122425126,"WM"
"2928",196.264633222,320.027013722,"Layer5"
"2929",184.158422184,276.7776873,"Layer4"
"2930",459.000915898,413.59137338,"Layer3"
"2931",459.856001436,294.959506108,"Layer3"
"2932",477.49776622,424.482462864,"Layer2"
"2933",443.834398724,364.941506718,"Layer3"
"2934",313.096320414,450.27004251,"Layer6"
"2935",418.5418686,440.234038564,"Layer3"
"2936",172.547260668,168.856891504,"Layer1"
"2937",276.372646782,385.283541622,"WM"
"2938",276.192628774,406.885702582,"WM"
"2939",369.48696142,364.401452694,"Layer5"
"2940",273.987408176,282.808290568,"Layer6"
"2941",187.398746328,260.621071082,"Layer3"
"2942",307.60577117,353.150327194,"Layer6"
"2943",410.44105824,273.042313634,"Layer4"
"2944",211.251132388,390.234036842,"WM"
"2945",277.047714312,288.25383531,"Layer6"
"2946",179.657971984,476.282644666,"WM"
"2947",265.07651678,234.24843291,"Layer5"
"2948",317.146725594,315.48155902,"Layer6"
"2949",420.387053182,181.413147562,"Layer3"
"2950",231.728180798,131.548159346,"Layer1"
"2951",262.871296182,110.216025398,"Layer1"
"2952",414.131427404,192.16922354,"Layer3"
"2953",453.825398168,273.357345148,"Layer3"
"2954",347.749786954,369.621974926,"Layer6"
"2955",351.530165122,277.992808854,"Layer6"
"2956",251.170125662,439.01891701,"WM"
"2957",449.414956972,451.260141554,"Layer3"
"2958",175.247530788,228.17282514,"Layer3"
"2959",402.025216366,148.96490162,"Layer3"
"2960",348.514863488,261.791188134,"Layer6"
"2961",255.490557854,271.917201084,"Layer5"
"2962",230.87309526,250.180026618,"Layer5"
"2963",273.447354152,358.325844924,"WM"
"2964",235.82359048,422.727287286,"WM"
"2965",358.820894446,127.047709146,"Layer3"
"2966",200.000006888,228.352843148,"Layer3"
"2967",316.15662655,455.67058275,"Layer6"
"2968",215.706578086,201.530159956,"Layer3"
"2969",342.979309742,175.472553298,"Layer3"
"2970",214.131420516,417.19173354,"WM"
"2971",386.093622658,208.14582175,"Layer4"
"2972",431.908205694,300.135023838,"Layer3"
"2973",465.256541676,402.835297402,"Layer3"
"2974",405.895603538,472.502266498,"Layer3"
"2975",248.919900562,325.787589978,"Layer6"
"2976",368.721884886,472.232239486,"Layer5"
"2977",288.298839812,450.090024502,"Layer6"
"2978",236.903698528,271.782187578,"Layer5"
"2979",331.45815723,482.763292954,"Layer6"
"2980",288.388848816,439.288944022,"Layer6"
"2981",370.117024448,278.12782236,"Layer5"
"2982",341.854197192,326.462657508,"Layer6"
"2983",483.933410006,392.169230428,"Layer2"
"2984",301.935203918,277.632772838,"Layer6"
"2985",319.351946192,439.513966532,"Layer6"
"2986",167.41674744,454.590474702,"WM"
"2987",206.840691192,142.124217316,"Layer1"
"2988",361.701182574,154.050410346,"Layer3"
"2989",466.516667732,230.288036734,"Layer2"
"2990",311.43115384,250.765085144,"Layer5"
"2991",487.533770166,322.097220814,"Layer2"
"2992",358.865898948,116.291633168,"Layer2"
"2993",456.885704304,278.757885388,"Layer3"
"2994",298.739884276,293.789389056,"Layer6"
"2995",274.07741718,272.05221459,"Layer5"
"2996",339.288940578,256.345643392,"Layer6"
"2997",230.558063746,293.294339534,"Layer5"
"2998",237.758784066,153.150320306,"Layer1"
"2999",358.01081341,234.92350044,"Layer5"
"3000",372.682281062,348.244836476,"Layer5"
"3001",478.667883272,262.736282676,"Layer2"
"3002",180.018008,422.36725127,"WM"
"3003",208.910898284,287.758785788,"Layer5"
"3004",392.304243934,208.190826252,"Layer4"
"3005",184.113417682,287.57876778,"Layer5"
"3006",466.831699246,187.173723818,"Layer2"
"3007",475.47256363,278.892898894,"Layer2"
"3008",235.328540958,487.443761162,"WM"
"3009",256.435652396,142.484253332,"Layer1"
"3010",324.122423404,207.69577673,"Layer5"
"3011",361.16112855,229.5229602,"Layer5"
"3012",289.783988378,245.184526896,"Layer5"
"3013",224.437451474,282.448254552,"Layer5"
"3014",353.645376716,412.826296846,"Layer5"
"3015",385.46355963,294.419452084,"Layer5"
"3016",431.233138164,397.209734652,"Layer3"
"3017",375.697582696,364.446457196,"Layer5"
"3018",322.862297348,380.243037398,"Layer6"
"3019",460.62107797,187.128719316,"Layer2"
"3020",429.11792657,262.37624666,"Layer3"
"3021",380.51306441,121.827186914,"Layer3"
"3022",421.422156728,467.236739764,"Layer3"
"3023",288.748884832,385.373550626,"Layer6"
"3024",175.29253529,217.416749162,"Layer3"
"3025",434.383453304,391.809194412,"Layer3"
"3026",401.170130828,267.55176439,"Layer5"
"3027",341.224134164,412.736287842,"Layer6"
"3028",266.65167435,444.554470756,"WM"
"3029",385.01351461,359.13592596,"Layer5"
"3030",251.980206698,331.188130218,"Layer6"
"3031",189.738980432,363.096322136,"Layer6"
"3032",360.441056518,326.597671014,"Layer6"
"3033",224.662473984,250.135022116,"Layer4"
"3034",187.308737324,271.422151562,"Layer4"
"3035",398.829896724,165.076513336,"Layer3"
"3036",404.950508996,175.922598318,"Layer3"
"3037",218.001807688,314.761486988,"Layer6"
"3038",454.500465698,176.282634334,"Layer2"
"3039",418.99191362,375.56256919,"Layer3"
"3040",339.738985598,191.629169516,"Layer3"
"3041",337.623774004,482.808297456,"Layer5"
"3042",409.405954694,413.231337364,"Layer3"
"3043",317.461757108,272.367246104,"Layer6"
"3044",264.806489768,266.561665346,"Layer5"
"3045",431.548169678,354.050417234,"Layer3"
"3046",223.402347928,422.637278282,"WM"
"3047",170.747080588,416.876702026,"WM"
"3048",295.499560132,309.946005274,"Layer6"
"3049",238.928901118,417.371751548,"WM"
"3050",274.932502718,153.420347318,"Layer2"
"3051",357.11072337,364.31144369,"Layer6"
"3052",372.457258552,380.603073414,"Layer5"
"3053",468.001816298,451.39515506,"Layer2"
"3054",222.007208366,190.774083978,"Layer3"
"3055",240.819090202,158.550860546,"Layer1"
"3056",463.951411118,160.171022618,"Layer1"
"3057",239.42395064,352.655277672,"WM"
"3058",390.41405485,467.011717254,"Layer3"
"3059",314.80649149,213.006307966,"Layer5"
"3060",160.396045128,136.408645562,"Layer1"
"3061",431.053120156,418.76689111,"Layer3"
"3062",215.166524062,277.00270981,"Layer5"
"3063",401.575171346,213.636370994,"Layer4"
"3064",350.180030062,461.341150002,"Layer5"
"3065",320.612072248,266.966705864,"Layer6"
"3066",460.261041954,241.044112712,"Layer3"
"3067",354.725484764,261.836192636,"Layer6"
"3068",252.880296738,201.800186968,"Layer3"
"3069",395.13952756,245.94960343,"Layer5"
"3070",361.791191578,143.249329866,"Layer3"
"3071",212.106217926,271.60216957,"Layer5"
"3072",370.027015444,288.92890284,"Layer5"
"3073",196.039610712,352.340246158,"Layer6"
"3074",354.590471258,283.393349094,"Layer6"
"3075",139.378942694,470.567072912,"WM"
"3076",449.955010996,375.7875917,"Layer3"
"3077",164.896495328,373.717384608,"Layer6"
"3078",364.98651122,127.092713648,"Layer3"
"3079",421.737188242,424.077422346,"Layer3"
"3080",463.051321078,278.80288989,"Layer3"
"3081",344.239435798,428.937908562,"Layer5"
"3082",171.46715262,319.846995714,"Layer5"
"3083",268.991908454,121.017105878,"Layer1"
"3084",397.659779672,326.867698026,"Layer5"
"3085",299.639974316,164.401445806,"Layer3"
"3086",195.54456119,417.056720034,"WM"
"3087",404.995513498,165.121517838,"Layer3"
"3088",463.681384106,192.529259556,"Layer2"
"3089",420.702084696,138.298834646,"Layer3"
"3090",364.08642118,256.5256614,"Layer5"
"3091",454.365452192,197.839790792,"Layer3"
"3092",299.594969814,175.157521784,"Layer3"
"3093",202.520259,309.270937744,"Layer5"
"3094",377.317744768,137.983803132,"Layer3"
"3095",242.079216258,412.01621581,"WM"
"3096",184.338440192,255.220530842,"Layer3"
"3097",249.594968092,228.712879164,"Layer4"
"3098",381.63817696,396.849698636,"Layer5"
"3099",363.276340144,364.356448192,"Layer5"
"3100",486.993716142,397.61477517,"Layer2"
"3101",196.084615214,341.58417018,"Layer6"
"3102",449.684983984,418.901904616,"Layer3"
"3103",291.809190968,390.819095368,"Layer6"
"3104",318.226833642,164.536459312,"Layer3"
"3105",266.966705864,401.395153338,"WM"
"3106",222.232230876,158.41584704,"Layer1"
"3107",155.49055441,389.828996324,"WM"
"3108",159.54095959,255.040512834,"Layer3"
"3109",201.755182466,417.101724536,"WM"
"3110",414.49146342,138.253830144,"Layer3"
"3111",452.790294622,413.546368878,"Layer3"
"3112",333.078319302,256.30063889,"Layer6"
"3113",217.686776174,357.920804406,"Layer6"
"3114",258.865895504,234.203428408,"Layer5"
"3115",329.162927628,369.48696142,"Layer6"
"3116",432.178232706,267.7767869,"Layer3"
"3117",428.487863542,348.649876994,"Layer3"
"3118",292.529263,293.744384554,"Layer6"
"3119",249.7749861,207.155722706,"Layer3"
"3120",323.987409898,229.252933188,"Layer5"
"3121",415.301544456,456.390654782,"Layer3"
"3122",231.32314028,185.463552742,"Layer3"
